coefficient,robust_se,z_stat,p_value,significant_0.05,significant_0.01,model,outcome,index,feature,identified,feature_std,n_obs,n_clusters,n_features,working_correlation,fqi_iters,ridge_alpha,residual_sigma2,block
0.046229133387516816,0.0027594598348893275,16.752964766153557,5.387320952897433e-63,True,True,q_no_td_modify,fqi_target,32,M_E_day2_pageview_morning,True,0.7311302843929087,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.010361947995086777,0.0028456265334425614,3.641359072706978,0.00027120256882649796,True,True,q_no_td_modify,fqi_target,33,M_E_day2_pageview_afternoon,True,0.9295934437639688,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.10694948857792197,0.010954209674213369,-9.763323120396826,1.6176587035946084e-22,True,True,q_no_td_modify,fqi_target,34,M_E_day2_morning_fitbit_wear,True,0.49125527775194827,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.11009581882032125,0.008429430873100111,-13.060884000088022,5.5084398630070736e-39,True,True,q_no_td_modify,fqi_target,35,M_E_day2_daily_survey_complete,True,0.45144181168865155,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.054373230430283456,0.003925345511165236,13.851832985306508,1.2400677308032972e-43,True,True,q_no_td_modify,fqi_target,36,M_E_day3_pageview_morning,True,0.6498033514010331,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.023657714274397935,0.004800301167521775,-4.928381251256277,8.291370389935803e-07,True,True,q_no_td_modify,fqi_target,37,M_E_day3_pageview_afternoon,True,0.7628949867599041,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.0693764242061977,0.011902189625142879,-5.828879087898491,5.5800914478149465e-09,True,True,q_no_td_modify,fqi_target,38,M_E_day3_morning_fitbit_wear,True,0.4536023076525613,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.15484052621673325,0.009218781833221397,-16.7962024720815,2.601775604731261e-63,True,True,q_no_td_modify,fqi_target,39,M_E_day3_daily_survey_complete,True,0.40998245372970615,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.08493142675493243,0.007127834083938553,11.915460679186118,9.832123422841778e-33,True,True,q_no_td_modify,fqi_target,40,M_E_day4_pageview_morning,True,0.6096687802353765,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.0900110379427181,0.007538272344710138,11.940539400368296,7.274986781209073e-33,True,True,q_no_td_modify,fqi_target,41,M_E_day4_pageview_afternoon,True,0.6671600503610791,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.2132929435569518,0.03925721939100058,-5.433215771921115,5.534741321088405e-08,True,True,q_no_td_modify,fqi_target,42,M_E_day4_morning_fitbit_wear,True,0.3947334626552878,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.20303572247000065,0.02654368351872842,-7.649116307717608,2.0236514471201084e-14,True,True,q_no_td_modify,fqi_target,43,M_E_day4_daily_survey_complete,True,0.3361769315657318,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.04465662527012905,0.010564354502204594,4.227104009129001,2.3671826401582004e-05,True,True,q_no_td_modify,fqi_target,44,M_E_day5_pageview_morning,True,0.42785872465873603,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.038943263521358684,0.012630704776827527,-3.083221736985299,0.0020477251460869674,True,True,q_no_td_modify,fqi_target,45,M_E_day5_pageview_afternoon,True,0.45749146872845536,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.1767052285894143,0.031830415227202376,5.5514584817103305,2.832960036509443e-08,True,True,q_no_td_modify,fqi_target,46,M_E_day5_morning_fitbit_wear,True,0.2953463876601911,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.11008069292546847,0.029767458784702935,3.6980211754601418,0.00021728676647386123,True,True,q_no_td_modify,fqi_target,47,M_E_day5_daily_survey_complete,True,0.24128076806256415,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.02652129828462248,0.02459334760926909,-1.07839317794324,0.2808583301872387,False,False,q_no_td_modify,fqi_target,48,M_E_day6_pageview_morning,True,0.2937596980154486,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
2.495337465989322e-18,,,,False,False,q_no_td_modify,fqi_target,49,M_E_day6_pageview_afternoon,False,0.0,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-1.1706588561627682e-16,,,,False,False,q_no_td_modify,fqi_target,50,M_E_day6_morning_fitbit_wear,False,0.0,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
1.4299781978866575e-16,,,,False,False,q_no_td_modify,fqi_target,51,M_E_day6_daily_survey_complete,False,0.0,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.010244913872437141,0.005236563943506683,-1.9564191295975275,0.05041580049404666,False,False,q_no_td_modify,fqi_target,52,yesterday_step_count,True,0.9511954697045536,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.010822394016588108,0.0037999158169808424,2.8480615197383123,0.004398642077577097,True,True,q_no_td_modify,fqi_target,53,ema_step_count,True,0.9260231206911115,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.011012639206451885,0.0049221688153677935,-2.237355039930503,0.025263144562385445,True,False,q_no_td_modify,fqi_target,54,prior2hour_step_count,True,0.8036933560433863,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.09359766807575567,0.00926116133138832,-10.106472042391756,5.171302981812759e-24,True,True,q_no_td_modify,fqi_target,56,active_status_fraction_7days,True,0.31726184909019745,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.011058101338021804,0.0032288267071988635,3.424804841141552,0.0006152411950933106,True,True,q_no_td_modify,fqi_target,57,recent_burden,True,0.894207849604605,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.009260766779585393,0.022090399662249512,-0.41922133239676973,0.6750543830850662,False,False,q_no_td_modify,fqi_target,59,walk_interaction_7d,True,0.19546056549618498,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
9.186864022304897e-17,,,,False,False,q_no_td_modify,fqi_target,60,A,False,0.0,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.0038976734206480563,0.016498820193635987,0.2362395234873514,0.8132468120048142,False,False,q_no_td_modify,fqi_target,61,A*E_w,True,0.49995243531191674,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.010853400586174684,0.003381574547600208,3.209570108066074,0.0013293362392424455,True,True,q_no_td_modify,fqi_target,62,A*b_hat,True,1.2380027977791652,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.006198938018908841,0.0071477518137979534,-0.8672570313566944,0.38580119415560765,False,False,q_no_td_modify,fqi_target,63,A*weekday_vs_weekend,True,0.6718896717475245,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.01563448647953154,0.045832610374741935,-0.3411214493719434,0.7330121543646501,False,False,q_no_td_modify,fqi_target,64,A*slot_pm,True,0.2746447037615461,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.0049728066898871775,0.013381382033647228,-0.3716213076783213,0.710174822293171,False,False,q_no_td_modify,fqi_target,65,A*weekday_vs_weekend*E_w,True,0.4496441503420763,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.035551755441659005,0.020012585700725737,-1.7764698661787495,0.07565550440893151,False,False,q_no_td_modify,fqi_target,66,A*slot_pm*E_w,True,0.5953510378681853,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.011352477867440007,0.005111792858217471,-2.2208407465475273,0.02636174968961545,True,False,q_no_td_modify,fqi_target,67,A*weekday_vs_weekend*b_hat,True,1.0297799602084898,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.031520287123434236,0.04324205807235005,0.72892661747728,0.46604655183756727,False,False,q_no_td_modify,fqi_target,68,A*slot_pm*b_hat,True,0.26646687827503807,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.006879188361666046,0.013264731803119852,0.5186074218287676,0.6040345324247827,False,False,q_no_td_modify,fqi_target,69,A*yesterday_step_count,True,0.5128792706685933,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.005262084801455632,0.007803380143011336,-0.6743340328188838,0.5000989718658722,False,False,q_no_td_modify,fqi_target,70,A*ema_step_count,True,0.6686434955889381,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.0003291507666723611,0.004840298955604473,-0.06800215641458363,0.9457839176895401,False,False,q_no_td_modify,fqi_target,71,A*prior2hour_step_count,True,0.6385054234852504,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.005500210767238586,0.024258938391004778,-0.2267292442309869,0.8206342856214781,False,False,q_no_td_modify,fqi_target,73,A*active_status_fraction_7days,True,0.18927669996579863,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
-0.02614755814954071,0.014588340955273088,-1.7923599557830077,0.07307532494114445,False,False,q_no_td_modify,fqi_target,74,A*recent_burden,True,0.3842239257814092,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
0.0006516201030470462,0.005374909851360596,0.12123368039039688,0.9035059477610391,False,False,q_no_td_modify,fqi_target,75,A*salience_yesterday,True,0.6210522089494555,3480,29,79,exchangeable,25,1.0,0.03198939813851203,beta
