model,outcome,index,feature,coefficient,identified,feature_std,std_error,t_stat,p_value,significant_0.05,significant_0.01,n_obs,n_features,ridge_alpha,residual_sigma2
antic,anticipated_affect_norm,6,recent_burden,0.016216884835761024,True,0.9742557859337629,0.009569025509363912,1.6947268893673395,0.09043734467511431,False,False,1019,15,1.0,0.036552808020881705
antic,anticipated_affect_norm,7,A0_morning,-0.007192190180379017,True,0.4992171447383195,0.017909616825085933,-0.40158258273314607,0.688076712210524,False,False,1019,15,1.0,0.036552808020881705
antic,anticipated_affect_norm,8,A1_afternoon,0.03700451137321864,True,0.49987261959164,0.017874665368774755,2.070221210286924,0.038686847966853094,True,False,1019,15,1.0,0.036552808020881705
antic,anticipated_affect_norm,9,A0_morning_by_perceived_utility_lastweek,0.006377629087664346,True,1.4087262405308307,0.0076258964301485765,0.836312051452827,0.40317837088093134,False,False,1019,15,1.0,0.036552808020881705
antic,anticipated_affect_norm,10,A1_afternoon_by_perceived_utility_lastweek,-0.012111442202896961,True,1.4106907698739504,0.0076219758971809905,-1.5890160722466222,0.11237159577721174,False,False,1019,15,1.0,0.036552808020881705
antic,anticipated_affect_norm,11,A0_morning_by_CAE_avg_lastweek,-0.0047409503090489555,True,0.6860647453030126,0.013164499029688716,-0.3601314640501788,0.7188245678285574,False,False,1019,15,1.0,0.036552808020881705
antic,anticipated_affect_norm,12,A1_afternoon_by_CAE_avg_lastweek,-0.023529328814170934,True,0.6577449159441059,0.013145341997896826,-1.7899366040028082,0.07376537253403283,False,False,1019,15,1.0,0.036552808020881705
antic,anticipated_affect_norm,13,A0_morning_by_recent_burden,-0.011432396358784427,True,0.6824346293963972,0.013847301147667612,-0.8256046602055779,0.40922451942139215,False,False,1019,15,1.0,0.036552808020881705
antic,anticipated_affect_norm,14,A1_afternoon_by_recent_burden,0.0026305661857106352,True,0.6658270679365617,0.01378122748729476,0.19088039785540267,0.8486578887297693,False,False,1019,15,1.0,0.036552808020881705
CAE,CAE_avg_norm,0,intercept,-0.08537347592418355,False,0.0,,,,False,False,262,4,1.0,0.11517561079621433
CAE,CAE_avg_norm,1,CAE_avg_lastweek,0.9203479318621806,True,0.9814088121054454,0.029291740132788912,31.420049737227846,3.6133344350473447e-90,True,True,262,4,1.0,0.11517561079621433
CAE,CAE_avg_norm,2,fourSC_ewma,-0.007743875085541833,True,0.5276516997395218,0.039465296670455625,-0.19621986248336062,0.844592548183497,False,False,262,4,1.0,0.11517561079621433
CAE,CAE_avg_norm,3,anticipated_affect_ewma,0.14565885983550525,True,0.35614996347442224,0.07832372097302714,1.8597030123947604,0.06406570300789112,False,False,262,4,1.0,0.11517561079621433
