prior_family,model,block,index,feature,prior_mean,prior_variance
RL,q_no_td_modify,beta,8,slot_pm*b_hat,0.09719619917666594,0.00065132072609249
RL,q_no_td_modify,beta,9,b_tilde,0.0,1e-06
RL,q_no_td_modify,beta,10,M_Y_day1_fourSC_morning,-0.013956400598533777,0.0015310529623812717
RL,q_no_td_modify,beta,11,M_Y_day1_fourSC_afternoon,0.0007010468230700587,0.0010262781839976002
RL,q_no_td_modify,beta,12,M_Y_day1_anticipated_affect,0.1537157652386615,0.005083315675507169
RL,q_no_td_modify,beta,13,M_Y_day2_fourSC_morning,0.021192032523221802,0.0012277154063526487
RL,q_no_td_modify,beta,14,M_Y_day2_fourSC_afternoon,-0.003004220637788381,0.0021495187578125475
RL,q_no_td_modify,beta,15,M_Y_day2_anticipated_affect,0.23139016806405138,0.0038365286016893885
RL,q_no_td_modify,beta,16,M_Y_day3_fourSC_morning,0.006615492446404208,0.0008095119596021283
RL,q_no_td_modify,beta,17,M_Y_day3_fourSC_afternoon,0.03460290243884549,0.001428527494926964
RL,q_no_td_modify,beta,18,M_Y_day3_anticipated_affect,0.24277241898416882,0.004796362321374133
RL,q_no_td_modify,beta,19,M_Y_day4_fourSC_morning,0.027300747283033396,0.0018646371517138157
RL,q_no_td_modify,beta,20,M_Y_day4_fourSC_afternoon,0.021342806116108972,0.008196698226094963
RL,q_no_td_modify,beta,21,M_Y_day4_anticipated_affect,0.33973262853904,0.004941322311634558
RL,q_no_td_modify,beta,22,M_Y_day5_fourSC_morning,-0.0053262520494172915,0.0025193142031888
RL,q_no_td_modify,beta,23,M_Y_day5_fourSC_afternoon,-0.06416262781415581,0.0007638485745682112
RL,q_no_td_modify,beta,24,M_Y_day5_anticipated_affect,0.20265065989671974,0.0016903359833755416
RL,q_no_td_modify,beta,25,M_Y_day6_fourSC_morning,-0.01450570572634607,0.002248156186979785
RL,q_no_td_modify,beta,26,M_Y_day6_fourSC_afternoon,0.0,1e-06
RL,q_no_td_modify,beta,27,M_Y_day6_anticipated_affect,0.0,1e-06
RL,q_no_td_modify,beta,28,M_E_day1_pageview_morning,-0.007012141391227434,0.0009472510512391708
RL,q_no_td_modify,beta,29,M_E_day1_pageview_afternoon,-0.006521967279909561,0.0031852176535521705
RL,q_no_td_modify,beta,30,M_E_day1_morning_fitbit_wear,-0.06981147923376016,0.006173178325558954
RL,q_no_td_modify,beta,31,M_E_day1_daily_survey_complete,-0.008786619997170106,0.006212786069884859
RL,q_no_td_modify,beta,32,M_E_day2_pageview_morning,0.049113968097343245,0.0012407492985533335
RL,q_no_td_modify,beta,33,M_E_day2_pageview_afternoon,0.010486276087392683,0.0031498216281352315
RL,q_no_td_modify,beta,34,M_E_day2_morning_fitbit_wear,-0.11427653951576992,0.007492897888718264
RL,q_no_td_modify,beta,35,M_E_day2_daily_survey_complete,-0.11292705974144705,0.002735679089599529
RL,q_no_td_modify,beta,36,M_E_day3_pageview_morning,0.05923408348712701,0.001456740465019027
RL,q_no_td_modify,beta,37,M_E_day3_pageview_afternoon,-0.020868264437373583,0.004585843252092271
RL,q_no_td_modify,beta,38,M_E_day3_morning_fitbit_wear,-0.07940825186023574,0.008257304038798027
RL,q_no_td_modify,beta,39,M_E_day3_daily_survey_complete,-0.15213447909049405,0.0027477159607269333
RL,q_no_td_modify,beta,40,M_E_day4_pageview_morning,0.08555091532341096,0.0014995946334480392
RL,q_no_td_modify,beta,41,M_E_day4_pageview_afternoon,0.08903837264218484,0.0040323456181872224
RL,q_no_td_modify,beta,42,M_E_day4_morning_fitbit_wear,-0.21038880964440193,0.010959992842202684
RL,q_no_td_modify,beta,43,M_E_day4_daily_survey_complete,-0.2064849657971141,0.00412539384937465
RL,q_no_td_modify,beta,44,M_E_day5_pageview_morning,0.04941190074412608,0.004237090352202902
RL,q_no_td_modify,beta,45,M_E_day5_pageview_afternoon,-0.03862263881251433,0.0004325212539405989
RL,q_no_td_modify,beta,46,M_E_day5_morning_fitbit_wear,0.17318494687770866,0.0008624325038435689
RL,q_no_td_modify,beta,47,M_E_day5_daily_survey_complete,0.10306528893730928,0.001508860766387228
RL,q_no_td_modify,beta,48,M_E_day6_pageview_morning,-0.029343670111151545,0.002126826189979223
RL,q_no_td_modify,beta,49,M_E_day6_pageview_afternoon,0.0,1e-06
RL,q_no_td_modify,beta,50,M_E_day6_morning_fitbit_wear,0.0,1e-06
RL,q_no_td_modify,beta,51,M_E_day6_daily_survey_complete,0.0,1e-06
RL,q_no_td_modify,beta,52,yesterday_step_count,-0.004643805557168442,0.0009637568035440318
RL,q_no_td_modify,beta,53,ema_step_count,0.0067593706161014665,0.0004917744124495664
RL,q_no_td_modify,beta,54,prior2hour_step_count,-0.008797224749037508,0.00011244681057917658
RL,q_no_td_modify,beta,56,active_status_fraction_7days,-0.08990642245892574,0.00982966531929724
RL,q_no_td_modify,beta,57,recent_burden,0.009091343100758875,0.0005777136652252421
RL,q_no_td_modify,beta,58,salience_yesterday,-0.011360176014468554,0.00044236351077629705
RL,q_no_td_modify,beta,59,walk_interaction_7d,-0.00968211592282914,0.0038231634210706203
RL,q_no_td_modify,beta,60,reserved_context_zero,0.0,1e-06
RL,q_no_td_modify,beta,61,A,0.00994877727588045,0.0006361092977683938
RL,q_no_td_modify,beta,62,A*E_w,0.009301201137486316,0.00030394233379374614
RL,q_no_td_modify,beta,63,A*b_hat,-0.0021511014736888576,0.00044370345096672695
RL,q_no_td_modify,beta,64,A*weekday_vs_weekend,-0.020456374199744068,0.00032741972072675444
RL,q_no_td_modify,beta,65,A*slot_pm,-0.015246387562731016,0.00046255529965809946
RL,q_no_td_modify,beta,66,A*weekday_vs_weekend*E_w,-0.03584109484136569,0.0016287963719703587
RL,q_no_td_modify,beta,67,A*slot_pm*E_w,-0.006462303534944906,0.00032292013426145686
RL,q_no_td_modify,beta,68,A*weekday_vs_weekend*b_hat,0.033307335040909616,0.0005920751574051657
RL,q_no_td_modify,beta,69,A*slot_pm*b_hat,0.0005923319070316732,0.0010158860740714123
RL,q_no_td_modify,beta,70,A*yesterday_step_count,-0.005679671817727379,0.00041196975322761134
RL,q_no_td_modify,beta,71,A*ema_step_count,-0.00018210900186688988,0.00022503381996985045
RL,q_no_td_modify,beta,72,A*prior2hour_step_count,0.015661195083453466,0.00036043001905906267
RL,q_no_td_modify,beta,74,A*active_status_fraction_7days,-0.02946507290068701,0.0016372843129276709
RL,q_no_td_modify,beta,75,A*recent_burden,-7.054652117401256e-05,0.00017503158446457832
RL,q_no_td_modify,beta,76,A*salience_yesterday,0.03597409208306338,0.0006752840393305386
RL,q_no_td_modify,beta,77,A*walk_interaction_7d,0.024039795079211865,0.0017089229351607803
RL,q_no_td_modify,beta,78,A*reserved_context_zero,0.0,1e-06
